Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity
"1-Hexanol, 2-ethyl-",ALOUETTE.csv,ALOUETTE,10.7290166666667,210,10.731,70,2262581.9715935187
Eucalyptol,ALOUETTE.csv,ALOUETTE,10.81905,213,10.821,83,3445769.6561131766
Acetophenone,ALOUETTE.csv,ALOUETTE,11.4717666666667,234,11.478,105,2284538.933483253
Nonanal,ALOUETTE.csv,ALOUETTE,12.1019666666667,253,12.102,57,12108987.480927965
Decanal,ALOUETTE.csv,ALOUETTE,13.72895,301,13.732,57,4251331.353206735
Dodecanal,ALOUETTE.csv,ALOUETTE,16.5263,391,16.533,57,2421639.375466582
"Nonanoic acid, 9-oxo-, methyl ester",ALOUETTE.csv,ALOUETTE,16.8446166666667,402,16.851,83,1714433.9125120498
Dimethyl phthalate,ALOUETTE.csv,ALOUETTE,17.18545,415,17.185,57,815706.9280808957
Benzophenone,ALOUETTE.csv,ALOUETTE,19.3365166666667,485,19.336,181,1621039.3318188076
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",ALOUETTE.csv,ALOUETTE,20.78665,534,20.785,70,3186284.947097075
"2-Propanol, 1-chloro-, phosphate (3:1)",ALOUETTE.csv,ALOUETTE,21.0438666666667,544,21.053,83,6717603.255732495
"Benzene, (1-methyldodecyl)-",ALOUETTE.csv,ALOUETTE,22.0727833333333,581,22.076,178,758227.5423023455
"Hexadecanoic acid, methyl ester",ALOUETTE.csv,ALOUETTE,22.1338833333333,582,22.134,105,3671582.211235325
Isopropyl Alcohol,ATLANTIC.csv,ATLANTIC,2.16991666666667,9,2.157,56,102038.10623230592
Benzene,ATLANTIC.csv,ATLANTIC,2.9816254554346,35,2.98,78,7110061.027792764
"Disulfide, dimethyl",ATLANTIC.csv,ATLANTIC,4.08058642822917,61,4.08,79,481591.2498483186
"Cyclotrisiloxane, hexamethyl-",ATLANTIC.csv,ATLANTIC,5.89651666666667,96,5.893,207,3092834.0600221613
Benzaldehyde,ATLANTIC.csv,ATLANTIC,9.33371666666667,165,9.322,85,9961.905020214264
"Cyclotetrasiloxane, octamethyl-",ATLANTIC.csv,ATLANTIC,10.11505,193,10.118,191,190875.86077700072
Octanal,ATLANTIC.csv,ATLANTIC,10.2147333333333,196,10.218,43,1236641.2794773383
Eucalyptol,ATLANTIC.csv,ATLANTIC,10.816,213,10.821,83,1174471.7788186525
Acetophenone,ATLANTIC.csv,ATLANTIC,11.4757993038527,234,11.478,105,1424626.707800239
Nonanal,ATLANTIC.csv,ATLANTIC,12.0989333333333,253,12.102,57,9661325.393514449
Dodecane,ATLANTIC.csv,ATLANTIC,13.6197833333333,298,13.616,57,1758364.4535294122
Decanal,ATLANTIC.csv,ATLANTIC,13.7291166666667,301,13.732,57,2351167.3529487066
Tridecane,ATLANTIC.csv,ATLANTIC,15.0602666666667,344,15.06,57,1831081.9167081737
Tetradecane,ATLANTIC.csv,ATLANTIC,16.3817833333333,387,16.385,57,5005714.997813786
Vanillin,ATLANTIC.csv,ATLANTIC,16.5104,391,16.533,57,1684186.991526409
"Nonanoic acid, 9-oxo-, methyl ester",ATLANTIC.csv,ATLANTIC,16.8415833333333,402,16.851,83,811807.0129065441
1-Nonadecene,ATLANTIC.csv,ATLANTIC,18.6871833333333,464,18.697,83,929638.439754412
Hexadecane,ATLANTIC.csv,ATLANTIC,18.7675666666667,466,18.777,57,5268817.365643996
Benzophenone,ATLANTIC.csv,ATLANTIC,19.32705,485,19.336,181,260888.09425026207
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",ATLANTIC.csv,ATLANTIC,20.7675166666667,533,20.753,149,2646524.057122885
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",ATLANTIC.csv,ATLANTIC,20.8961333333333,539,20.903,57,1398951.887896815
"Butanal, 3-methyl-",BERBER.csv,BERBER,2.89316968764975,32,2.895,44,2227345.0829441524
"Disulfide, dimethyl",BERBER.csv,BERBER,4.07885130015215,61,4.08,79,718601.4571302847
Hexanal,BERBER.csv,BERBER,5.28923899113504,89,5.289,56,2760825.7782216542
"Cyclotrisiloxane, hexamethyl-",BERBER.csv,BERBER,5.89553025849504,96,5.893,207,2046315.861922877
Benzaldehyde,BERBER.csv,BERBER,9.33041666666667,165,9.322,85,19222.43592535301
Phenol,BERBER.csv,BERBER,9.75163333333333,179,9.751,43,254430.05730183757
"Cyclotetrasiloxane, octamethyl-",BERBER.csv,BERBER,10.1149666666667,193,10.118,191,216534.2059087137
Octanal,BERBER.csv,BERBER,10.21785,196,10.218,43,1671639.8958774875
Eucalyptol,BERBER.csv,BERBER,10.8159,213,10.821,83,1298577.9341992342
Acetophenone,BERBER.csv,BERBER,11.4718333333333,234,11.478,105,2392466.491138284
Nonanal,BERBER.csv,BERBER,12.10205,253,12.102,57,10766781.457544154
Dodecane,BERBER.csv,BERBER,13.6197,298,13.616,57,1122214.4419567226
Decanal,BERBER.csv,BERBER,13.7290166666667,301,13.732,57,3426064.7541408907
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",BERBER.csv,BERBER,14.2917,318,14.288,45,512115.5132065994
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",BERBER.csv,BERBER,14.3616722442682,321,14.369,59,5305328.469483859
Methyl 8-oxooctanoate,BERBER.csv,BERBER,15.5135333333333,359,15.523,129,850770.3641283402
Triacetin,BERBER.csv,BERBER,15.6903833333333,365,15.7,43,799865.3630814882
Tetradecane,BERBER.csv,BERBER,16.3816833333333,387,16.385,57,4591641.917087216
"Nonanoic acid, 9-oxo-, methyl ester",BERBER.csv,BERBER,16.8447,402,16.851,83,2866005.238745631
Dimethyl phthalate,BERBER.csv,BERBER,17.1823166666667,415,17.185,57,485469.1350250784
Dodecanoic acid,BERBER.csv,BERBER,18.3141166666667,451,18.308,83,1500342.2028225998
Hexadecane,BERBER.csv,BERBER,18.7707,466,18.777,57,7541871.949452758
"Dodecanoic acid, 1-methylethyl ester",BERBER.csv,BERBER,19.0697166666667,477,19.073,43,1193776.376594439
Benzophenone,BERBER.csv,BERBER,19.3301666666667,485,19.336,181,924166.9224351736
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",BERBER.csv,BERBER,20.8317333333333,536,20.836,113,3042821.5811343137
"Anthracene, 9-ethenyl-",BERBER.csv,BERBER,21.7834833333333,572,21.789,204,371478.6251535118
"1,3,5-Trifluorobenzene",BLUE STAR.csv,BLUE STAR,2.62313333333333,26,2.625,132,2992131.850738709
"Butanal, 3-methyl-",BLUE STAR.csv,BLUE STAR,2.89321666666667,32,2.895,44,4934802.185150661
"Disulfide, dimethyl",BLUE STAR.csv,BLUE STAR,4.08797488774165,61,4.08,79,1307931.3193507418
"Cyclotrisiloxane, hexamethyl-",BLUE STAR.csv,BLUE STAR,5.89636666666667,96,5.893,207,2355965.0667015035
Benzaldehyde,BLUE STAR.csv,BLUE STAR,9.33036666666667,165,9.322,85,26960.67373130779
Dimethyl trisulfide,BLUE STAR.csv,BLUE STAR,9.54578333333333,172,9.542,79,209399.2543089761
Phenol,BLUE STAR.csv,BLUE STAR,9.75156666666667,179,9.751,43,292317.52366105525
"Furan, 2-pentyl-",BLUE STAR.csv,BLUE STAR,9.99271666666667,188,9.986,43,323297.0817464739
"Cyclotetrasiloxane, octamethyl-",BLUE STAR.csv,BLUE STAR,10.1144606152947,193,10.118,191,188304.8330590001
Octanal,BLUE STAR.csv,BLUE STAR,10.2145833333333,196,10.218,43,1657700.7280793637
"1-Hexanol, 2-ethyl-",BLUE STAR.csv,BLUE STAR,10.7290333333333,210,10.731,70,793413.8571585527
Eucalyptol,BLUE STAR.csv,BLUE STAR,10.8190666666667,213,10.821,83,1881009.287486828
Acetophenone,BLUE STAR.csv,BLUE STAR,11.4717833333333,234,11.478,105,2004214.1921222887
Nonanal,BLUE STAR.csv,BLUE STAR,12.102,253,12.102,57,10582211.294554608
Decanal,BLUE STAR.csv,BLUE STAR,13.7289666666667,301,13.732,57,3200186.8218328604
"Nonanoic acid, 9-oxo-, methyl ester",BLUE STAR.csv,BLUE STAR,16.8414333333333,402,16.851,83,1156952.0757897815
Dimethyl phthalate,BLUE STAR.csv,BLUE STAR,17.18225,415,17.185,57,375515.8401866849
Benzophenone,BLUE STAR.csv,BLUE STAR,19.3301166666667,485,19.336,181,667559.600583125
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",BLUE STAR.csv,BLUE STAR,20.78345,534,20.785,70,2997535.17601556
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",BLUE STAR.csv,BLUE STAR,20.941,541,20.951,112,4804924.760312183
"2-Propanone, 1-methoxy-",CARLITA.csv,CARLITA,2.17429355580737,10,2.183,45,5301133.360097358
"Butanal, 3-methyl-",CARLITA.csv,CARLITA,2.89008333333333,32,2.895,44,2208259.42777528
"Disulfide, dimethyl",CARLITA.csv,CARLITA,4.07653333333333,61,4.08,79,727645.0111663436
"Cyclotrisiloxane, hexamethyl-",CARLITA.csv,CARLITA,5.89643333333333,96,5.893,207,2035229.774900125
Benzaldehyde,CARLITA.csv,CARLITA,9.33043333333333,165,9.322,85,17062.065575972432
"Furan, 2-pentyl-",CARLITA.csv,CARLITA,9.9928,188,9.986,43,235343.2649233705
"Cyclotetrasiloxane, octamethyl-",CARLITA.csv,CARLITA,10.1117666666667,193,10.118,191,175237.0012131992
Octanal,CARLITA.csv,CARLITA,10.21465,196,10.218,43,1627330.360725314
"1-Hexanol, 2-ethyl-",CARLITA.csv,CARLITA,10.7323333333333,210,10.731,70,528045.2736829434
Eucalyptol,CARLITA.csv,CARLITA,10.8159166666667,213,10.821,83,1535665.3693986516
Acetophenone,CARLITA.csv,CARLITA,11.47185,234,11.478,105,1624991.735722724
Nonanal,CARLITA.csv,CARLITA,12.09885,253,12.102,57,8434239.480247082
Decanal,CARLITA.csv,CARLITA,13.7290333333333,301,13.732,57,4097670.366972609
Hexadecane,CARLITA.csv,CARLITA,18.7707166666667,466,18.777,57,2787770.279753472
Diethyl Phthalate,CARLITA.csv,CARLITA,18.8350166666667,468,18.822,65,1851530.145450646
Benzophenone,CARLITA.csv,CARLITA,19.3301833333333,485,19.336,181,312595.208679715
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",CARLITA.csv,CARLITA,20.8381833333333,536,20.836,113,2438965.6316088173
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",CARLITA.csv,CARLITA,21.0053833333333,543,21.012,261,15053248.342257634
"2-Propanol, 1-chloro-, phosphate (3:1)",CARLITA.csv,CARLITA,21.0439666666667,544,21.053,83,5786137.494805979
"Hexadecanoic acid, methyl ester",CARLITA.csv,CARLITA,22.1404,582,22.134,105,1474073.10438475
"Butanal, 3-methyl-",CHALLENGER.csv,CHALLENGER,2.89015,32,2.895,44,2309920.6647367454
Pyridine,CHALLENGER.csv,CHALLENGER,4.02838333333333,60,4.044,84,48371.6019923188
"Cyclotrisiloxane, hexamethyl-",CHALLENGER.csv,CHALLENGER,5.89682222121701,96,5.893,207,1960083.5711927623
Benzaldehyde,CHALLENGER.csv,CHALLENGER,9.3305,165,9.322,85,27071.163436789106
Phenol,CHALLENGER.csv,CHALLENGER,9.75171666666667,179,9.751,43,279407.4469584663
"Cyclotetrasiloxane, octamethyl-",CHALLENGER.csv,CHALLENGER,10.1118333333333,193,10.118,191,171774.50196692324
Octanal,CHALLENGER.csv,CHALLENGER,10.2147333333333,196,10.218,43,2181077.61383834
"1-Hexanol, 2-ethyl-",CHALLENGER.csv,CHALLENGER,10.7259666666667,210,10.731,70,1310337.8331282637
Eucalyptol,CHALLENGER.csv,CHALLENGER,10.816,213,10.821,83,2700333.0585875744
Acetophenone,CHALLENGER.csv,CHALLENGER,11.4719333333333,234,11.478,105,1745936.743316098
Nonanal,CHALLENGER.csv,CHALLENGER,12.0989333333333,253,12.102,57,13083180.449144509
Decanal,CHALLENGER.csv,CHALLENGER,13.7291166666667,301,13.732,57,5619306.13453314
"Nonanoic acid, 9-oxo-, methyl ester",CHALLENGER.csv,CHALLENGER,16.8447833333333,402,16.851,83,967387.2756237872
Benzophenone,CHALLENGER.csv,CHALLENGER,19.3296195430915,485,19.336,181,735223.8666548762
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",CHALLENGER.csv,CHALLENGER,20.9250666666667,540,20.925,277,681681.0489477107
"2-Propanol, 1-chloro-, phosphate (3:1)",CHALLENGER.csv,CHALLENGER,21.0408333333333,544,21.053,83,7164957.266489119
"Butanal, 3-methyl-",CIKLAMEN.csv,CIKLAMEN,2.89972090424453,32,2.895,44,3662074.414300794
"Disulfide, dimethyl",CIKLAMEN.csv,CIKLAMEN,4.0828,61,4.08,79,1059603.1123602155
"Cyclotrisiloxane, hexamethyl-",CIKLAMEN.csv,CIKLAMEN,5.89626666666667,96,5.893,207,3113648.8584689056
Benzaldehyde,CIKLAMEN.csv,CIKLAMEN,9.33026666666667,165,9.322,85,15582.111187749577
"Furan, 2-pentyl-",CIKLAMEN.csv,CIKLAMEN,9.99263333333333,188,9.986,43,244482.71506063463
"Cyclotetrasiloxane, octamethyl-",CIKLAMEN.csv,CIKLAMEN,10.1148166666667,193,10.118,191,231765.4876409548
Octanal,CIKLAMEN.csv,CIKLAMEN,10.2177,196,10.218,43,1679996.3027417082
Eucalyptol,CIKLAMEN.csv,CIKLAMEN,10.81575,213,10.821,83,1446806.3628980715
Acetophenone,CIKLAMEN.csv,CIKLAMEN,11.4716833333333,234,11.478,105,2146197.987301393
Nonanal,CIKLAMEN.csv,CIKLAMEN,12.1019,253,12.102,57,9578689.344662787
Benzoic acid,CIKLAMEN.csv,CIKLAMEN,13.20155,285,13.205,101,135321.8560684608
Dodecane,CIKLAMEN.csv,CIKLAMEN,13.61955,298,13.616,57,1539396.1294329292
Decanal,CIKLAMEN.csv,CIKLAMEN,13.7288666666667,301,13.732,57,3567380.047324043
Tridecane,CIKLAMEN.csv,CIKLAMEN,15.0600333333333,344,15.06,57,1360121.2869817526
Tetradecane,CIKLAMEN.csv,CIKLAMEN,16.3815333333333,387,16.385,57,3526972.9841305264
"Nonanoic acid, 9-oxo-, methyl ester",CIKLAMEN.csv,CIKLAMEN,16.8413333333333,402,16.851,83,982243.2299850332
Hexadecane,CIKLAMEN.csv,CIKLAMEN,18.7673333333333,466,18.777,57,4246496.44031595
Benzophenone,CIKLAMEN.csv,CIKLAMEN,19.3268,485,19.336,181,334492.3426769986
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",CIKLAMEN.csv,CIKLAMEN,20.7705,534,20.785,70,2418533.9171278714
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",CIKLAMEN.csv,CIKLAMEN,20.8991166666667,539,20.903,57,1091892.280362276
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",CIKLAMEN.csv,CIKLAMEN,20.9569833333333,541,20.951,112,3354423.162530248
"Butanal, 3-methyl-",MONALISA.csv,MONALISA,2.89666960225317,32,2.895,44,5033743.562269565
Pyridine,MONALISA.csv,MONALISA,4.02513333333333,59,4.012,85,6384.433264855849
"Cyclotrisiloxane, hexamethyl-",MONALISA.csv,MONALISA,5.89325,96,5.893,207,1738798.497250353
Benzaldehyde,MONALISA.csv,MONALISA,9.33481971374137,165,9.322,85,14921.318554685538
Dimethyl trisulfide,MONALISA.csv,MONALISA,9.5459,172,9.542,79,161079.02958000344
"Furan, 2-pentyl-",MONALISA.csv,MONALISA,9.99283333333333,188,9.986,43,212813.55116624027
"Cyclotetrasiloxane, octamethyl-",MONALISA.csv,MONALISA,10.1118,193,10.118,191,151340.76669318255
Octanal,MONALISA.csv,MONALISA,10.2146833333333,196,10.218,43,1491042.2020826514
"1-Hexanol, 2-ethyl-",MONALISA.csv,MONALISA,10.7259333333333,210,10.731,70,625870.0725918133
Eucalyptol,MONALISA.csv,MONALISA,10.8159666666667,213,10.821,83,1779602.9215110934
Nonanal,MONALISA.csv,MONALISA,12.0988833333333,253,12.102,57,9226739.057882808
Decanal,MONALISA.csv,MONALISA,13.7290666666667,301,13.732,57,3468393.088128701
Benzophenone,MONALISA.csv,MONALISA,19.327,485,19.336,181,263730.54219000536
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",MONALISA.csv,MONALISA,20.8961,539,20.903,57,6964977.665925188
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",MONALISA.csv,MONALISA,21.0054166666667,543,21.012,261,9814736.51616806
"Hexadecanoic acid, methyl ester",MONALISA.csv,MONALISA,22.134,582,22.134,105,1701437.0324401257
n-Hexadecanoic acid,MONALISA.csv,MONALISA,22.4330333333333,593,22.444,57,713725.448407096
"1,3,5-Trifluorobenzene",PEE WEE RUSSET.csv,PEE WEE RUSSET,2.62301666666667,26,2.625,132,3392055.0327707524
"Butanal, 3-methyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,2.8931,32,2.895,44,2370285.483106433
"Heptane, 3-methylene-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.0056,81,5.006,55,403552.70712555415
"4-Octene, (E)-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.28231974127431,89,5.289,56,2869953.753611269
"4-Octene, (E)-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.4686,92,5.552,70,931418.3704866456
"Heptane, 3-methylene-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.55188702332705,92,5.552,70,931418.3704866456
"2-Octene, (E)-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.68403333333333,93,5.691,112,29811.441807534764
"Cyclotrisiloxane, hexamethyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,5.89303333333333,96,5.893,207,2343220.114021038
"Hexanal, 2-ethyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,9.18555,160,9.177,111,48622.8255411282
Benzaldehyde,PEE WEE RUSSET.csv,PEE WEE RUSSET,9.32703333333333,165,9.322,85,48903.70361961183
Phenol,PEE WEE RUSSET.csv,PEE WEE RUSSET,9.75113386451404,179,9.751,43,279553.54693196545
"Cyclotetrasiloxane, octamethyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,10.1115833333333,193,10.118,191,192701.5765499488
"1-Hexanol, 2-ethyl-",PEE WEE RUSSET.csv,PEE WEE RUSSET,10.7417833333333,210,10.731,70,2192660.9524969007
Eucalyptol,PEE WEE RUSSET.csv,PEE WEE RUSSET,10.8157333333333,213,10.821,83,3850109.726443287
Acetophenone,PEE WEE RUSSET.csv,PEE WEE RUSSET,11.46845,234,11.478,105,1941248.4739511823
Nonanal,PEE WEE RUSSET.csv,PEE WEE RUSSET,12.0986666666667,253,12.102,57,12129791.166698445
Decanal,PEE WEE RUSSET.csv,PEE WEE RUSSET,13.7256333333333,301,13.732,57,5336698.45017028
Dimethyl phthalate,PEE WEE RUSSET.csv,PEE WEE RUSSET,17.1789333333333,415,17.185,57,480531.38747602585
Benzophenone,PEE WEE RUSSET.csv,PEE WEE RUSSET,19.33,485,19.336,181,806253.1406945027
"Benzoic acid, 2-ethylhexyl ester",PEE WEE RUSSET.csv,PEE WEE RUSSET,20.0920333333333,511,20.093,70,976051.3866626524
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",PEE WEE RUSSET.csv,PEE WEE RUSSET,20.66115,531,20.673,70,329064.69185739406
"Carbonic acid, 2-ethylhexyl octyl ester",PEE WEE RUSSET.csv,PEE WEE RUSSET,21.0019833333333,543,21.012,261,7866476.868842329
"1,3,5-Trifluorobenzene",ARGOS.csv,ARGOS,2.62,26,2.625,132,1501913.9997107652
"Cyclotrisiloxane, hexamethyl-",ARGOS.csv,ARGOS,5.89001666666667,96,5.893,207,342856.38125595904
Benzaldehyde,ARGOS.csv,ARGOS,9.33365,165,9.322,85,31122.84509923927
"Cyclotetrasiloxane, octamethyl-",ARGOS.csv,ARGOS,10.1021333333333,192,10.089,281,299842.858741177
Nonanal,ARGOS.csv,ARGOS,12.09565,253,12.102,57,1119882.7322034503
Dimethyl phthalate,ARGOS.csv,ARGOS,17.1791166666667,415,17.185,57,315207.9467706178
Benzophenone,ARGOS.csv,ARGOS,19.3237666666667,484,19.314,57,138398.20384446424
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",ARGOS.csv,ARGOS,20.7288666666667,532,20.711,112,2830767.291098444
"2-Propanol, 1-chloro-, phosphate (3:1)",ARGOS.csv,ARGOS,21.0407666666667,544,21.053,83,2027939.805816203
"1,3,5-Trifluorobenzene",BINTJE.csv,BINTJE,2.61971666666667,26,2.625,132,699314.4686617916
"Cyclotrisiloxane, hexamethyl-",BINTJE.csv,BINTJE,5.88651666666667,96,5.893,207,456528.1610099434
Benzaldehyde,BINTJE.csv,BINTJE,9.33338333333333,165,9.322,85,5813.610711284822
"Cyclotetrasiloxane, octamethyl-",BINTJE.csv,BINTJE,10.10185,192,10.089,281,504939.39951113897
Acetophenone,BINTJE.csv,BINTJE,11.4748,234,11.478,105,595605.2298780506
Nonanal,BINTJE.csv,BINTJE,12.0953666666667,253,12.102,57,1075032.1612361474
Benzoic acid,BINTJE.csv,BINTJE,13.1435833333333,283,13.15,105,672310.0746853438
Tetradecane,BINTJE.csv,BINTJE,16.375,387,16.385,57,926647.7686616296
Benzophenone,BINTJE.csv,BINTJE,19.3267,485,19.336,181,57759.22042914304
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",BINTJE.csv,BINTJE,20.7511,533,20.753,149,2211112.1573268594
"2-Propanol, 1-chloro-, phosphate (3:1)",BINTJE.csv,BINTJE,21.0404833333333,544,21.053,83,870137.2948785773
"1,3,5-Trifluorobenzene",DELIA RED.csv,DELIA RED,2.61961666666667,26,2.625,132,895592.140004893
"Cyclotrisiloxane, hexamethyl-",DELIA RED.csv,DELIA RED,5.88641666666667,96,5.893,207,329251.9867033368
Benzaldehyde,DELIA RED.csv,DELIA RED,9.33745323510734,166,9.348,76,36142.565870243045
"Cyclotetrasiloxane, octamethyl-",DELIA RED.csv,DELIA RED,10.10495,193,10.118,191,63673.45234196316
Acetophenone,DELIA RED.csv,DELIA RED,11.4714833333333,234,11.478,105,721259.3283296843
Nonanal,DELIA RED.csv,DELIA RED,12.0952666666667,253,12.102,57,847337.7782144868
Dimethyl phthalate,DELIA RED.csv,DELIA RED,17.1755166666667,415,17.185,57,277257.20515640505
Benzophenone,DELIA RED.csv,DELIA RED,19.3233833333333,484,19.314,57,105899.70257261272
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",DELIA RED.csv,DELIA RED,20.7670666666667,533,20.753,149,1412359.452652348
"2-Propanol, 1-chloro-, phosphate (3:1)",DELIA RED.csv,DELIA RED,21.0371666666667,544,21.053,83,2505908.878277661
"1,3,5-Trifluorobenzene",FESTIEN.csv,FESTIEN,2.61683333333333,26,2.625,132,560918.1335193893
"Cyclotrisiloxane, hexamethyl-",FESTIEN.csv,FESTIEN,5.87465721210184,96,5.893,207,1846370.3766639952
Benzaldehyde,FESTIEN.csv,FESTIEN,9.32956861120923,165,9.322,85,16472.910893657358
"Cyclotetrasiloxane, octamethyl-",FESTIEN.csv,FESTIEN,10.09895,192,10.089,281,1611085.439239702
Acetophenone,FESTIEN.csv,FESTIEN,11.4654833333333,234,11.478,105,1679863.8260573763
Nonanal,FESTIEN.csv,FESTIEN,12.08605,253,12.102,57,10847676.619344575
Decanal,FESTIEN.csv,FESTIEN,13.7162333333333,300,13.703,120,39015.984901508775
Dimethyl phthalate,FESTIEN.csv,FESTIEN,17.1727333333333,415,17.185,57,288621.7877734403
Benzophenone,FESTIEN.csv,FESTIEN,19.3206,484,19.314,57,72470.66264364457
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",FESTIEN.csv,FESTIEN,20.6003,529,20.612,43,94018.59489537105
Squalene,FESTIEN.csv,FESTIEN,23.37515,624,23.376,191,151079.41610013097
"1,3,5-Trifluorobenzene",MULBERRYBEAUTY.csv,MULBERRYBEAUTY,2.61996666666667,26,2.625,132,1030577.642945496
"Cyclotrisiloxane, hexamethyl-",MULBERRYBEAUTY.csv,MULBERRYBEAUTY,5.88355,96,5.893,207,351670.9541983382
Benzaldehyde,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,9.33786289879757,166,9.348,76,34939.35386956274
Phenol,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,9.75483333333333,179,9.751,43,116265.64511299928
Nonanal,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,12.0924,253,12.102,57,1003101.705314679
Decanal,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,13.7193666666667,301,13.732,57,742433.3077272491
Benzophenone,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,19.3237333333333,484,19.314,57,131679.32144193724
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",MULBERRYBEAUTY.csv,MULBERRYBEAUTY,20.7224166666667,532,20.711,112,5273968.075032105
"2-Propanol, 1-chloro-, phosphate (3:1)",MULBERRYBEAUTY.csv,MULBERRYBEAUTY,21.0375166666667,544,21.053,83,2187164.479039404
"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",MULBERRYBEAUTY.csv,MULBERRYBEAUTY,21.6870166666667,568,21.69,57,809422.384945628
Squalene,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,23.45225,626,23.44,192,96331.84643085112
"1,3,5-Trifluorobenzene",OSPREY.csv,OSPREY,2.62005,26,2.625,132,733917.3997321
"Cyclotrisiloxane, hexamethyl-",OSPREY.csv,OSPREY,5.88363333333333,96,5.893,207,2589250.8771608644
Benzaldehyde,OSPREY.csv,OSPREY,9.33371666666667,165,9.322,85,5372.956123948808
"Cyclotetrasiloxane, octamethyl-",OSPREY.csv,OSPREY,10.1054,193,10.118,191,169704.48889325385
Octanal,OSPREY.csv,OSPREY,10.2147166666667,196,10.218,43,497598.9092324458
Acetophenone,OSPREY.csv,OSPREY,11.4751333333333,234,11.478,105,639575.221877589
Nonanal,OSPREY.csv,OSPREY,12.0924833333333,253,12.102,57,1669616.6447871928
Benzoic acid,OSPREY.csv,OSPREY,13.1374833333333,283,13.15,105,632703.3369866388
Decanal,OSPREY.csv,OSPREY,13.7226666666667,301,13.732,57,870974.6017767041
Tetradecane,OSPREY.csv,OSPREY,16.3753333333333,387,16.385,57,1180178.8072669094
Hexadecane,OSPREY.csv,OSPREY,18.76435,466,18.777,57,1020426.344334245
Benzophenone,OSPREY.csv,OSPREY,19.3270333333333,485,19.336,181,51153.81408241486
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",OSPREY.csv,OSPREY,20.7289333333333,532,20.711,112,4118008.54891686
